canonical_smiles,name,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,tcm,n_active,MTS
COC(=O)CC[C@@H]1/N=C(/O)[C@H](CC2=CNC3=CC=CC=C23)/N=C(/O)C2CC(=O)O[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC3=CC=C(O)C=C3)NC(C)=O)/C(O)=N/[C@@H](CCSC)/C(O)=N/[C@@H](CCCC/N=C(/O)CC[C@@H](C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)O)/N=C\1O)/C(O)=N/[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1/C(O)=N/[C@@H](CO)/C(O)=N\2,"(2~{S})-2-[[(2~{E},4~{S},5~{E},7~{S},8~{E},10~{S},13~{E},19~{S},20~{Z},22~{S},28~{S},29~{Z},31~{S},32~{E},37~{R},38~{S},39~{Z},41~{S},42~{Z})-38-[[(2~{S})-2-[[2-[[(2~{S})-2-acetamido-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]-4-amino-4-oxo-butanoyl]amino]-2,5,8,13,20,29,32,39,42-nonahydroxy-31-(hydroxymethyl)-22-[(4-hydroxyphenyl)methyl]-4-(1~{H}-indol-3-ylmethyl)-7-(3-methoxy-3-oxo-propyl)-37-methyl-41-(2-methylsulfanylethyl)-23,35-dioxo-36-oxa-3,6,9,14,21,24,30,33,40,43-decazatricyclo[17.14.10.0^{24,28}]tritetraconta-2,5,8,13,20,29,32,39,42-nonaene-10-carbonyl]amino]-3-(4-hydroxyphenyl)propanoic acid",Ambrosia cordifolia|Croton hieronymi|Desmanthus illinoensis|Elsholtzia bodinieri|Equisetum silvaticum|Ipomoea purpurea|Monomorium fieldi|Narcissus serotinus|Ormosia cinerea|Pterocarpus angolensis|Rabdosia coetsoides|Romalea microptera|Sistotrema raduloides,Amino acids and Peptides,5.64,7.65,5.58,6.7,5.73,6.05,5.76,6.79,5.15,6.94,7.13,7.65,香茶菜,4,28.08
C[C@H]1C[C@@](C)(O)C[C@@H]([C@H](O)CC2CC(=O)N=C(O)C2)C1=O,Streptovitacin-A,Aglaia gigantea|Albugo candida|Andropogon nardus|Clibadium pentaneuron|Croton californicus|Croton sparsiflorus|Culcitium canescens|Dendrobium rotundatum|Distolasterias nipon|Eriostemon fitzgeraldii|Espeletia marcana|Graphis elongata|Homarus americanus|Malva crispa|Neoalsomitra integrifolia|Nolina erumpens|Petasites niveus|Phellinus xeranticus|Picrorhiza kurrooa|Piptolepis leptospermoides|Ratibida latipalearis|Rhinella paracnemis|Solanum toxicarium|Streptomyces sp. ZZ741|Toxicodendron succedaneum|Weddellina squamulosa|Xylaria berteri,,6.78,7.73,4.38,6.01,5.27,5.28,5.54,6.73,5.14,6.84,7.12,7.73,胡黄连,4,28.08
C[C@@H]1C[C@H]([C@H](O)CC2CC(=O)N=C(O)C2)C(=O)[C@](C)(O)C1,"6-hydroxy-4-[(2R)-2-hydroxy-2-[(1R,3R,5R)-3-hydroxy-3,5-dimethyl-2-oxocyclohexyl]ethyl]-4,5-dihydro-3H-pyridin-2-one",Aglaia gigantea|Albugo candida|Andropogon nardus|Clibadium pentaneuron|Croton californicus|Croton sparsiflorus|Culcitium canescens|Dendrobium rotundatum|Distolasterias nipon|Eriostemon fitzgeraldii|Espeletia marcana|Graphis elongata|Homarus americanus|Malva crispa|Neoalsomitra integrifolia|Nolina erumpens|Petasites niveus|Phellinus xeranticus|Picrorhiza kurrooa|Piptolepis leptospermoides|Ratibida latipalearis|Rhinella paracnemis|Solanum toxicarium|Toxicodendron succedaneum|Weddellina squamulosa|Xylaria berteri,,6.76,7.73,4.36,5.71,5.25,5.28,5.55,6.73,5.13,6.85,7.11,7.73,胡黄连,4,28.07
CC(C)=CCC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=C3OC(C)(C)CCC3=C1)CC2=O,Euchrenone a16,Euchresta formosana|Glycyrrhiza glabra,Shikimates and Phenylpropanoids,6.73,7.63,5.55,5.64,6.81,5.37,5.76,5.89,5.16,6.89,7.11,7.63,甘草,4,28.06
CC(C)=CCCCC1=C(O)C=CC2=C1O[C@@H](C1=CC=C3OC(C)(C)C=CC3=C1)CC2=O,,Glycyrrhiza glabra,Shikimates and Phenylpropanoids,6.51,7.52,5.44,5.58,6.73,5.33,5.55,5.98,5.36,7.3,7.18,7.52,甘草,4,28.06
CC(=O)OCC1=CC(=O)[C@H]2C1=CC1=C(O)C=CC3=C1[C@]2(C)[C@@H](OC(C)C)O3,Fomitellanol B,Fomitella fraxinea (Polyporaceae)|Perenniporia fraxinea|Vanderbylia fraxinea,,6.82,7.35,5.32,5.98,5.58,5.65,5.57,6.52,5.12,7.37,7.18,7.37,茯苓,4,28.06
CC1(C)C=CC2=C(C=CC3=C2N(O)C(=O)[C@@]32[C@H](O)[C@@]34N=C(O)[C@]5(CCCN5C3=O)C[C@H]4C2(C)C)O1,"(1~{R},7~{S},9~{S},11~{R},12~{S})-1',12,14-trihydroxy-7',7',10,10-tetramethyl-spiro[3,13-diazatetracyclo[5.5.2.0^{1,9}.0^{3,7}]tetradec-13-ene-11,3'-pyrano[2,3-g]indole]-2,2'-dione",Acherontia atropus|Achillea macrophylla|Agave aurea|Ajuga spectabilis|Alstroemeria revoluta|Astragalus tragacantha|Baphia nitida|Callistemon viminalis|Cissus pallidiflorus|Crataegus davisii|Crinum erubescens|Cupressus lawsoniana|Emilia sonchifolia|Encephalartos altensteinii|Eria foetida|Eupatorium havanense|Euphorbia kamerunica|Euphorbia marginata|Excoecaria oppositifolia|Gardenia collinsae|Grindelia acutifolia|Guanomyces polythrix|Gymnosporia senegalensis|Ircinia oros|Jungermannia hyalina|Kobresia nepalensis|Ligularia muliensis|Litsea aciculata|Litsea pulchella|Marrubium alysson|Melampodium heterophyllum|Myrmica sabuleti|Mytilus edulis|Nuphar lutea|Pausinystalia mayumbensis|Penicillium olsonii|Pentzia incana|Perilla frutescens var. arguta|Prangos pabularia|Pronephrium triphyllum|Selliguea feei|Shuteria involucrata var. vestita|Simaba multiflora|Sinocalamus affinis|Stevia chamaedrys|Teucrium oxylepis|Trifolium subterraneum|Trillium camschatcense|Ursinia abrotanifolia|Xenorhabdus bovienii,Alkaloids,6.99,7.54,5.8,6.05,6.74,5.23,5.6,5.59,5.1,6.79,7.11,7.54,栀子,4,28.06
CC(C)=C[C@@H]1OC2=CC(O)=C(O)C=C2C2=C1C(=O)C1=C(O)C=C3OC(C)(C)C=CC3=C1O2,,Agabus bipustulatus|Artocarpus chama|Artocarpus chaplasha|Artocarpus kemando|Cereus validus|Conyza incana|Helinus ovatus|Oenothera laciniata|Primula glaucescens|Senecio oxyodon|Solanum sarrachoides,Shikimates and Phenylpropanoids,6.73,7.59,4.39,6.21,7.13,5.42,5.58,5.47,5.14,6.6,7.15,7.59,千里光,4,28.05
CC1(C)C=CC2=C(C=CC3=C2N=C(O)[C@@]32[C@H](O)[C@@]34N=C(O)[C@]5(CCCN5C3=O)C[C@H]4C2(C)C)O1,"(1~{R},7~{S},9~{S},11~{R},12~{S})-2',12,14-trihydroxy-7',7',10,10-tetramethyl-spiro[3,13-diazatetracyclo[5.5.2.0^{1,9}.0^{3,7}]tetradec-13-ene-11,3'-pyrano[2,3-g]indole]-2-one",Acherontia atropus|Achillea macrophylla|Agave aurea|Ajuga spectabilis|Alstroemeria revoluta|Aspergillus sclerotiorum|Aspergillus sp.|Aspergillus sulphureus + Isaria felina|Astragalus tragacantha|Baphia nitida|Callistemon viminalis|Cissus pallidiflorus|Crataegus davisii|Crinum erubescens|Cupressus lawsoniana|Emilia sonchifolia|Encephalartos altensteinii|Eria foetida|Eupatorium havanense|Euphorbia kamerunica|Euphorbia marginata|Excoecaria oppositifolia|Gardenia collinsae|Grindelia acutifolia|Guanomyces polythrix|Gymnosporia senegalensis|Ircinia oros|Jungermannia hyalina|Kobresia nepalensis|Ligularia muliensis|Litsea aciculata|Litsea pulchella|Marrubium alysson|Melampodium heterophyllum|Myrmica sabuleti|Mytilus edulis|Nuphar lutea|Pausinystalia mayumbensis|Penicillium olsonii|Pentzia incana|Perilla frutescens var. arguta|Prangos pabularia|Pronephrium triphyllum|Selliguea feei|Shuteria involucrata var. vestita|Simaba multiflora|Sinocalamus affinis|Stevia chamaedrys|Teucrium oxylepis|Trifolium subterraneum|Trillium camschatcense|Ursinia abrotanifolia|Xenorhabdus bovienii|aspergillus westerdijkiae dffscs013,Alkaloids,7.04,7.5,5.79,6.03,6.73,5.23,5.6,5.38,5.13,6.78,7.11,7.5,栀子,4,28.05
CC1(C)C=CC2=C(C=CC3=C2N[C@@]2(O[C@@H](O)[C@@]45N=C(O)[C@]6(CCCN6C4=O)C[C@H]5C2(C)C)C3=O)O1,"(1'~{S},2~{S},3'~{S},7'~{R},8'~{R})-7',14'-dihydroxy-4',4',7,7-tetramethyl-spiro[1~{H}-pyrano[2,3-g]indole-2,5'-6-oxa-10,15-diazatetracyclo[6.5.2.0^{1,10}.0^{3,8}]pentadec-14-ene]-3,9'-dione",Acherontia atropus|Achillea macrophylla|Agave aurea|Ajuga spectabilis|Alstroemeria revoluta|Astragalus tragacantha|Baphia nitida|Callistemon viminalis|Cissus pallidiflorus|Crataegus davisii|Crinum erubescens|Cupressus lawsoniana|Emilia sonchifolia|Encephalartos altensteinii|Eria foetida|Eupatorium havanense|Euphorbia kamerunica|Euphorbia marginata|Excoecaria oppositifolia|Gardenia collinsae|Grindelia acutifolia|Guanomyces polythrix|Gymnosporia senegalensis|Ircinia oros|Jungermannia hyalina|Kobresia nepalensis|Ligularia muliensis|Litsea aciculata|Litsea pulchella|Marrubium alysson|Melampodium heterophyllum|Myrmica sabuleti|Mytilus edulis|Nuphar lutea|Pausinystalia mayumbensis|Penicillium olsonii|Pentzia incana|Perilla frutescens var. arguta|Prangos pabularia|Pronephrium triphyllum|Selliguea feei|Shuteria involucrata var. vestita|Simaba multiflora|Sinocalamus affinis|Stevia chamaedrys|Teucrium oxylepis|Trifolium subterraneum|Trillium camschatcense|Ursinia abrotanifolia|Xenorhabdus bovienii,Alkaloids,6.96,7.63,5.86,6.22,6.8,5.22,5.57,5.49,5.13,6.66,7.13,7.63,栀子,4,28.05
COC(=O)C1=CC(SC2=CC(C(=O)OC)=C3N=C4C=CC=C(C(=O)O)C4=NC3=C2O)=CC2=NC3=C(C(=O)O)C=CC=C3N=C12,Diphenazithionin,Aglaia gigantea|Albugo candida|Andropogon nardus|Clibadium pentaneuron|Croton californicus|Croton sparsiflorus|Culcitium canescens|Dendrobium rotundatum|Distolasterias nipon|Eriostemon fitzgeraldii|Espeletia marcana|Graphis elongata|Homarus americanus|Malva crispa|Neoalsomitra integrifolia|Nolina erumpens|Petasites niveus|Phellinus xeranticus|Picrorhiza kurrooa|Piptolepis leptospermoides|Ratibida latipalearis|Rhinella paracnemis|Solanum toxicarium|Streptomyces griseus|Streptomyces griseus (ISP 5236)|Toxicodendron succedaneum|Weddellina squamulosa|Xylaria berteri,Alkaloids,5.89,7.11,5.91,5.99,7.01,6.11,6.75,5.53,5.07,7.16,7.09,7.16,胡黄连,4,28.03
CC1=CC(=O)O/C1=C\[C@@H](O)[C@]1(C)CC[C@@H]2[C@@]3(C)CCC[C@@](C)(C(=O)O)[C@@H]3CC[C@@]2(C)O1,,Salvia mirzayanii,Terpenoids,7.02,7.62,4.39,6.51,5.26,5.0,5.92,6.87,4.98,5.7,7.17,7.62,丹参,4,28.02
COC1=CC(C(=O)O[C@H]2[C@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@H]3[C@]3(CO)O[C@H]23)=CC=C1O,,Hesperocyparis bakeri|Neofusicoccum mangiferae|Phyllanthus tenellus,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,叶下珠,4,28.02
COC1=CC(C(=O)O[C@H]2[C@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)=CC=C1O,,Neopicrorhiza scrophulariiflora|Picrorhiza kurroa|Picrorhiza kurrooa|Picrorhiza scrophulariiflora|Picrorrhiza kurrooa|Picrorrhiza scrophulariflora,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,胡黄连,4,28.02
CC1=CC(=O)O/C1=C\[C@H](O)[C@@]1(C)CC[C@@H]2[C@@]3(C)CCC[C@@](C)(C(=O)O)[C@@H]3CC[C@@]2(C)O1,,Salvia mirzayanii,Terpenoids,7.02,7.62,4.39,6.51,5.26,5.0,5.92,6.87,4.98,5.7,7.17,7.62,丹参,4,28.02
COC1=CC(C(=O)OC2C3O[C@]3(CO)[C@@H]3C(OC4OC(CO)C(O)C(O)C4O)OC=C[C@H]23)=CC=C1O,Picroside II,Neopicrorhiza scrophulariiflora|Picrorhiza kurrooa,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,胡黄连,4,28.02
COC1=CC(C(=O)OC2C3OC3(CO)[C@@H]3C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)OC=C[C@H]23)=CC=C1O,,Picrorhiza scrophulariiflora,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,胡黄连,4,28.02
C=C(C)C(CC=C(C)C)CC1=C(O)C=CC2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,ST077106,Sophora alopecuroides,Shikimates and Phenylpropanoids,6.5,7.59,5.2,6.21,6.73,5.33,5.73,5.81,5.08,7.2,7.17,7.59,苦参/槐,4,28.02
COC1=CC(C(=O)O[C@H]2C3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3[C@@]3(CO)O[C@@H]23)=CC=C1O,Amphicoside,Catalpa bignonioides|Picrorhiza kurroa|Picrorhiza kurrooa|Plantago major|Veronica filiformis|Veronica kellereri|Veronica persica,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,胡黄连,4,28.02
C=C(C)[C@H](CC=C(C)C)CC1=C(O)C=CC2=C1O[C@@H](C1=CC=C(O)C=C1O)CC2=O,,Sophora flavescens,Shikimates and Phenylpropanoids,6.5,7.59,5.2,6.21,6.73,5.33,5.73,5.81,5.08,7.2,7.17,7.59,苦参/槐,4,28.02
COC1=CC(C(=O)O[C@H]2[C@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3[C@]3(CO)O[C@H]23)=CC=C1O,,Hesperocyparis bakeri|Neofusicoccum mangiferae|Phyllanthus tenellus|Picrorhiza kurrooa|Veronica americana|Veronica anagallis|blue water-speedwell,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,叶下珠,4,28.02
COC1=CC(C(=O)O[C@H]2[C@@H]3C=CO[C@@H](OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)=CC=C1O,PicrosideII,Neopicrorhiza scrophulariiflora|Picrorhiza kurrooa,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,胡黄连,4,28.02
CC1=CC(=O)O/C1=C\[C@H](O)[C@]1(C)CC[C@@H]2[C@@]3(C)CCC[C@@](C)(C(=O)O)[C@@H]3CC[C@@]2(C)O1,,Salvia mirzayanii,Terpenoids,7.02,7.62,4.39,6.51,5.26,5.0,5.92,6.87,4.98,5.7,7.17,7.62,丹参,4,28.02
COC1=CC(C(=O)OC2C3C=COC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3C3(CO)OC23)=CC=C1O,Picroside,Neopicrorhiza scrophulariiflora|Picrorhiza kurroa|Picrorhiza kurrooa,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,胡黄连,4,28.02
COC1=CC(C(=O)O[C@H]2[C@@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)=CC=C1O,Picroside II,Adenium somalense|Amphicome emodi|Antidesma pentandrum|Aspergillus caelatus|Atroxima afzeliana|Catalpa ovata|Cladophora rupestris|Diacarnus levii|Dianella tasmanica|Elattostachys apetala|Eritrichium incanum|Eusideroxylon zwageri|Garcinia subelliptica|Geigeria plumosa|Goodenia strophiolata|Hesperocyparis bakeri|Heterophyllaea pustulata|Iostephane heterophylla|Isertia haenkeana|Jasonia tuberosa|Juncus effusus|Kandelia candel|Lamium album|Lecidea kochiana|Lindera pipericarpa|Myroxylon peruiferum|Neofusicoccum mangiferae|Neopicrorhiza scrophulariiflora|Ononis hircina|Paederota lutea|Petrosia weinbergi|Phyllanthus tenellus|Picrorhiza kurroa|Picrorhiza kurrooa|Picrorhiza scrophulariiflora|Pithecellobium albicans|Plectranthus comosus|Preussia australis|Rhodiola coccinea|Scutellaria racemosa|Solanum mauritianum|Solanum unguiculatum|Tovomita brasiliensis|Vellozia declinans|Ventilago goughii|Veronica americana|Veronica anagallis|Veronica bellidioides|Veronica cymbalaria|Veronica pulvinaris|Veronica thomsonii|Veronica turrilliana|Viburnum lantanoides|Vicia hirsuta|blue water-speedwell|ivy-leaved speedwell,Terpenoids,6.58,7.5,5.37,6.12,6.68,5.93,5.71,5.4,5.37,7.26,7.15,7.5,叶下珠,4,28.02
COC(=O)/C(=C/C1=CC=C(O)C(O)=C1)OC1=CC=C(/C=C/C(=O)O[C@@H](CC2=CC=C(O)C(O)=C2)C(=O)O)C=C1O,,Salvia officinalis,Shikimates and Phenylpropanoids,5.91,6.98,5.34,6.51,5.62,6.3,6.54,5.52,5.25,7.98,7.17,7.98,丹参,4,28.01
CC(C)C(=O)C1=C(O)C(C)(C)C(O)=C(CC2=C(O)C(C(=O)C(C)C)=C(O)C3=C2OC(C)(C)[C@H]2CC(C)(C)C[C@@H]32)C1=O,"2-[[(3aS,9bR)-7,9-dihydroxy-2,2,4,4-tetramethyl-8-(2-methylpropanoyl)-1,3,3a,9b-tetrahydrocyclopenta[c]chromen-6-yl]methyl]-3,5-dihydroxy-4,4-dimethyl-6-(2-methylpropanoyl)cyclohexa-2,5-dien-1-one",Hypericum brasiliense,Polyketides,6.71,7.5,4.36,6.65,5.32,5.28,5.53,5.6,5.16,7.15,7.12,7.5,地耳草/田基黄,4,28.01
COC(=O)/C(=C/C1=CC=C(O)C(O)=C1)OC1=CC=C(/C=C/C(=O)O[C@H](CC2=CC=C(O)C(O)=C2)C(=O)O)C=C1O,DTXSID401317422,Salvia officinalis,Shikimates and Phenylpropanoids,5.91,6.98,5.34,6.51,5.62,6.3,6.54,5.52,5.25,7.98,7.17,7.98,丹参,4,28.01
O=C(O[C@H]1O[C@@H](CO)[C@H](O)[C@H]2OC(=O)C3=C(O)C(O)=C(O)C(=C3)C3=C(C=C(O)C(O)=C3O)C(=O)O[C@H]12)C1=CC(O)=C(O)C(OC2=C(O)C(O)=C(O)C=C2C(=O)O[C@H]2O[C@@H](CO)[C@H](O)C[C@@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2C2=CC=C(O)C(O)=C2O)=C1,,Casimiroa tetrameria|Cissus quinquefolia|Colchicum speciosum|Heliomeris multiflora|Ligularia dentata|Rosa laevigata|Senecio sinuatus|Spirographis spallanzani,Shikimates and Phenylpropanoids,6.5,7.58,5.36,6.02,5.44,5.68,5.94,6.56,5.4,7.36,7.17,7.58,橐吾,4,28.0
CC(=O)OC(CC1=C(O)C(=O)OC1)C1(C)C2CCC=C(C)C2(C)C(O)C(OC(=O)C2=CC=CN=C2)C1(C)O,,Scutellaria barbata,Terpenoids,6.62,7.99,5.58,6.51,5.5,5.67,5.35,5.81,5.54,6.88,7.16,7.99,黄芩,4,28.0
CC(=O)O[C@H](CCC1=CC=C(O)C(O)=C1)C[C@H](O)CCC1=CC=C(O)C=C1,"[(3R,5R)-1-(3,4-dihydroxyphenyl)-5-hydroxy-7-(4-hydroxyphenyl)heptan-3-yl] acetate",Curcuma comosa|Curcuma kwangsiensis,Shikimates and Phenylpropanoids,6.29,7.19,5.05,6.89,6.5,6.49,6.04,5.51,5.2,7.41,7.16,7.41,莪术/姜黄,4,27.99
CC(=O)O[C@H]1C[C@@]2(C)O[C@](C)([C@H](/C=C3\OC(=O)C=C3C)OC(C)=O)CC[C@@H]2[C@@]2(C)CCCC(C)(C)[C@H]12,,Salvia yosgadensis,Terpenoids,7.0,7.62,4.43,6.51,5.25,5.38,5.89,6.86,5.01,5.69,7.16,7.62,丹参,4,27.99
CC(=O)O[C@@H](CCC1=CC=C(O)C(O)=C1)C[C@@H](O)CCC1=CC=C(O)C=C1,"[(3S,5S)-1-(3,4-dihydroxyphenyl)-5-hydroxy-7-(4-hydroxyphenyl)heptan-3-yl] acetate",Curcuma kwangsiensis,Shikimates and Phenylpropanoids,6.29,7.19,5.05,6.89,6.5,6.49,6.04,5.51,5.2,7.41,7.16,7.41,莪术/姜黄,4,27.99
CC(C)=CCC1=C(O)C(O)=CC2=C1C(=O)C1=CC=C3OC(C)(C)C=CC3=C1O2,TERMICALCICOLANONE B,Terminalia calcicola|terminalia calcicola,Shikimates and Phenylpropanoids,6.8,7.71,5.17,6.28,6.74,5.54,5.69,5.56,5.25,6.73,7.08,7.71,诃子,4,27.98
CC(C)=CCC1=C2OC(C)(C)C=CC2=C(O)C2=C1O[C@H](C1=CC=CC=C1O)CC2=O,minimiflorin,Bessera tenuiflora|Bucida buceras|Cymbopogon flexuosus|Hedysarum setigerum|Heimia montana|Laguncularia racemosa|Lonchocarpus miniflorus|Lonchocarpus minimiflorus|Lonchocarpus oaxacensis|Lonchocarpus orotinus|Lonchocarpus parviflorus|Oria flava|Oxalis triangularis|Pterorhachis zenkeri|Schizanthus pinnatus|Terminalia buceras|Wedelia paludosa,Shikimates and Phenylpropanoids,6.61,7.68,5.5,6.03,6.86,5.04,5.48,5.73,5.22,6.82,7.12,7.68,诃子,4,27.97
O=C(OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C[C@@H](C4=CC=C(O)C(O)=C4)OC3=C2)[C@H](O)[C@@H](O)[C@@H]1O)C1=CC(O)=C(O)C(O)=C1,(2S)-eriodictyol 7-O-(6''-O-galloyl)-beta-D-glucopyranoside,Balanophora harlandii|Centella asiatica|Phyllanthus emblica,Shikimates and Phenylpropanoids,6.58,7.45,5.18,5.72,6.61,5.56,5.85,5.69,5.31,7.32,7.13,7.45,叶下珠,4,27.96
CC1=CC2=C(O)C=C3C(=C2C=C(O)C1=O)CCCC3(C)C,"6,10-dihydroxy-4,4,8-trimethyl-2,3-dihydro-1H-cyclohepta[a]naphthalen-9-one",Campylospermum flavum|Lechevalieria flava|Melodorum oldhamii|Polystictus versicolor|Salvia jaminiana,Terpenoids,6.84,7.5,4.45,5.63,5.57,5.67,5.97,6.8,5.07,6.82,7.05,7.5,丹参,4,27.96
O=C(/C=C/C1=C[C@@H]2[C@H](C3=CC=C(O)C(O)=C3)[C@@H](C(=O)O)[C@H]1C(=O)[C@@H]2O)O[C@H](CC1=CC=C(O)C(O)=C1)C(=O)O,Yunnaneic acid D,Salvia yunnanensis,Shikimates and Phenylpropanoids,6.54,7.44,5.44,6.5,5.46,5.98,6.25,6.05,5.28,7.48,7.15,7.48,丹参,4,27.96
CC(C)(O)CCC1=C(O)C=C2OC=C(C3=CC=C4OC(C)(C)C=CC4=C3O)C(=O)C2=C1O,Kanzonol T,Glycyrrhiza glabra|Glycyrrhiza inflata|Glycyrrhiza uralensis|liquorice,Shikimates and Phenylpropanoids,6.8,7.69,5.25,6.11,6.81,5.89,5.64,5.33,5.11,6.66,7.1,7.69,甘草,4,27.96
O=C(OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C[C@@H](C4=CC=C(O)C(O)=C4)OC3=C2)[C@@H](O)[C@@H](O)[C@@H]1O)C1=CC(O)=C(O)C(O)=C1,,Phyllanthus emblica,Shikimates and Phenylpropanoids,6.58,7.45,5.18,5.72,6.61,5.56,5.85,5.69,5.31,7.32,7.13,7.45,叶下珠,4,27.96
C=CC(C)(C)[C@@]12NC3=C(C=CC4=C3C=CC(C)(C)O4)[C@]1(O)C[C@]1(O)C(=O)N3CCC[C@H]3C(=O)N21,Notoamide K,Acherontia atropus|Achillea macrophylla|Agave aurea|Ajuga spectabilis|Alstroemeria revoluta|Aspergillus|Aspergillus sp.|Astragalus tragacantha|Baphia nitida|Callistemon viminalis|Cissus pallidiflorus|Crataegus davisii|Crinum erubescens|Cupressus lawsoniana|Emilia sonchifolia|Encephalartos altensteinii|Eria foetida|Eupatorium havanense|Euphorbia kamerunica|Euphorbia marginata|Excoecaria oppositifolia|Gardenia collinsae|Grindelia acutifolia|Guanomyces polythrix|Gymnosporia senegalensis|Ircinia oros|Jungermannia hyalina|Kobresia nepalensis|Ligularia muliensis|Litsea aciculata|Litsea pulchella|Marrubium alysson|Melampodium heterophyllum|Myrmica sabuleti|Mytilus edulis|Nuphar lutea|Pausinystalia mayumbensis|Penicillium olsonii|Pentzia incana|Perilla frutescens var. arguta|Prangos pabularia|Pronephrium triphyllum|Selliguea feei|Shuteria involucrata var. vestita|Simaba multiflora|Sinocalamus affinis|Stevia chamaedrys|Teucrium oxylepis|Trifolium subterraneum|Trillium camschatcense|Ursinia abrotanifolia|Xenorhabdus bovienii,Alkaloids,7.05,7.48,5.72,6.4,6.71,5.32,5.64,6.7,4.98,5.48,7.08,7.48,栀子,4,27.94
CC(=O)C1=C(O)C(C)=C(O)C(CC2=C3OC(C)(C)C=CC3=C(O)C3=C2O[C@H](C2=CC=CC=C2)CC3=O)=C1O,,Baileya multiradiata|Cladonia cryptochlorophaea|Erigeron linifolius|Eupatorium hyssopifolium|Mallotus philippensis|Maytenus horrida|Miconia myriantha|Onoseris lopezii|Picea breweriana|Populus grandidentata|Pyrrosia sheareri|Sinoadina racemosa|Streptomyces toyocaensis|Virola elongata,Shikimates and Phenylpropanoids,6.74,7.63,6.38,6.07,6.82,5.13,5.54,6.1,5.18,6.75,7.07,7.63,石韦,4,27.94
